Species	Assembly Accession	Order	Superfamily	Te	Score
Beris chalybata	GCA_949128065.1	Diptera	Stratiomyidae	Spoink	0.027790357775124543
Beris chalybata	GCA_949128065.1	Diptera	Stratiomyidae	Shellder	0.046882333221589
Beris chalybata	GCA_949128065.1	Diptera	Stratiomyidae	P-element	0.02612009323319398
Beris morrisii	GCA_951812415.1	Diptera	Stratiomyidae	P-element	0.013689000702948685
Beris morrisii	GCA_951812415.1	Diptera	Stratiomyidae	Shellder	0.04706671136439826
Beris morrisii	GCA_951812415.1	Diptera	Stratiomyidae	Spoink	0.0473671209189345
Chorisops tibialis	GCA_963669355.1	Diptera	Stratiomyidae	P-element	0.008805357208923748
Chorisops tibialis	GCA_963669355.1	Diptera	Stratiomyidae	Spoink	0.014945036847955865
Chorisops tibialis	GCA_963669355.1	Diptera	Stratiomyidae	Shellder	0.061884009386523636
Hermetia illucens	GCF_905115235.1	Diptera	Stratiomyidae	Shellder	0.06324170298357358
Hermetia illucens	GCF_905115235.1	Diptera	Stratiomyidae	Spoink	0.005640413355840092
Hermetia illucens	GCF_905115235.1	Diptera	Stratiomyidae	P-element	0.013393022309371417
Microchrysa polita	GCA_949715475.1	Diptera	Stratiomyidae	Spoink	0.014945036847955865
Microchrysa polita	GCA_949715475.1	Diptera	Stratiomyidae	Shellder	0.05972175662085149
Microchrysa polita	GCA_949715475.1	Diptera	Stratiomyidae	P-element	0.01705575492989012
Nemotelus nigrinus	GCA_947369275.1	Diptera	Stratiomyidae	Spoink	0.01309234632961423
Nemotelus nigrinus	GCA_947369275.1	Diptera	Stratiomyidae	Shellder	0.061012403620516256
Nemotelus nigrinus	GCA_947369275.1	Diptera	Stratiomyidae	P-element	0.013689000702948685
Stratiomys singularior	GCA_954870665.1	Diptera	Stratiomyidae	P-element	0
Stratiomys singularior	GCA_954870665.1	Diptera	Stratiomyidae	Shellder	0.05833053972510895
Stratiomys singularior	GCA_954870665.1	Diptera	Stratiomyidae	Spoink	0.012660051875334513
Bombylius discolor	GCA_939192795.1	Diptera	Asiloidea	Spoink	0.013030589979002841
Bombylius discolor	GCA_939192795.1	Diptera	Asiloidea	Shellder	0.06914180355346966
Bombylius discolor	GCA_939192795.1	Diptera	Asiloidea	P-element	0.021051463243183247
Bombylius major	GCA_932526495.1	Diptera	Asiloidea	Shellder	0.07271203486423064
Bombylius major	GCA_932526495.1	Diptera	Asiloidea	P-element	0.025972104036405343
Bombylius major	GCA_932526495.1	Diptera	Asiloidea	Spoink	0.014224546090823006
Dioctria rufipes	GCA_963924295.1	Diptera	Asiloidea	Shellder	0.06444854173650687
Dioctria rufipes	GCA_963924295.1	Diptera	Asiloidea	P-element	0.024899182359687744
Dioctria rufipes	GCA_963924295.1	Diptera	Asiloidea	Spoink	0.017538803573634156
Dysmachus trigonus	GCA_949715965.1	Diptera	Asiloidea	Spoink	0.016077236609164644
Dysmachus trigonus	GCA_949715965.1	Diptera	Asiloidea	P-element	0.015131895371637871
Dysmachus trigonus	GCA_949715965.1	Diptera	Asiloidea	Shellder	0.06335903452899766
Eutolmus rufibarbis	GCA_963920795.1	Diptera	Asiloidea	Spoink	0.09862489192638643
Eutolmus rufibarbis	GCA_963920795.1	Diptera	Asiloidea	P-element	0.011247178955936217
Eutolmus rufibarbis	GCA_963920795.1	Diptera	Asiloidea	Shellder	0.05831377807576266
Leptogaster cylindrica	GCA_963082835.1	Diptera	Asiloidea	P-element	0.01786969551222761
Leptogaster cylindrica	GCA_963082835.1	Diptera	Asiloidea	Spoink	0.012063073819424432
Leptogaster cylindrica	GCA_963082835.1	Diptera	Asiloidea	Shellder	0.058464632919879314
Machimus atricapillus	GCA_933228815.1	Diptera	Asiloidea	Shellder	0.05791149849145156
Machimus atricapillus	GCA_933228815.1	Diptera	Asiloidea	Spoink	0.08738523611511384
Machimus atricapillus	GCA_933228815.1	Diptera	Asiloidea	P-element	0.01831366310259351
Machimus rusticus	GCA_951509405.1	Diptera	Asiloidea	Shellder	0.053788132752262824
Machimus rusticus	GCA_951509405.1	Diptera	Asiloidea	Spoink	0.08925851208365927
Machimus rusticus	GCA_951509405.1	Diptera	Asiloidea	P-element	0.02467719856450479
Neoitamus cyanurus	GCA_947538895.1	Diptera	Asiloidea	Spoink	0.07573387129976533
Neoitamus cyanurus	GCA_947538895.1	Diptera	Asiloidea	Shellder	0.06612470667113644
Neoitamus cyanurus	GCA_947538895.1	Diptera	Asiloidea	P-element	0.010285249176810092
Thereva nobilitata	GCA_963855945.1	Diptera	Asiloidea	P-element	0.0249361796588849
Thereva nobilitata	GCA_963855945.1	Diptera	Asiloidea	Shellder	0.08248407643312101
Thereva nobilitata	GCA_963855945.1	Diptera	Asiloidea	Spoink	0.02733747787064103
Thereva unica	GCA_949987705.1	Diptera	Asiloidea	Spoink	0.040285726048828685
Thereva unica	GCA_949987705.1	Diptera	Asiloidea	P-element	0.023530282289392874
Thereva unica	GCA_949987705.1	Diptera	Asiloidea	Shellder	0.08375796178343949
Tolmerus cingulatus	GCA_959613345.1	Diptera	Asiloidea	Spoink	0.1038947671785582
Tolmerus cingulatus	GCA_959613345.1	Diptera	Asiloidea	P-element	0.02630507972917977
Tolmerus cingulatus	GCA_959613345.1	Diptera	Asiloidea	Shellder	0.05437479047938317
Villa cingulata	GCA_951394055.1	Diptera	Asiloidea	Shellder	0.0910828025477707
Villa cingulata	GCA_951394055.1	Diptera	Asiloidea	P-element	0.028302933885826335
Villa cingulata	GCA_951394055.1	Diptera	Asiloidea	Spoink	0.027625674173494173
Dolichopus griseipennis	GCA_963082915.1	Diptera	Empidoidea	Spoink	0.02179999176581992
Dolichopus griseipennis	GCA_963082915.1	Diptera	Empidoidea	Shellder	0.08731143144485418
Dolichopus griseipennis	GCA_963082915.1	Diptera	Empidoidea	P-element	0.013319027710977099
Empis stercorea	GCA_949752835.1	Diptera	Empidoidea	Spoink	0.011445510313310552
Empis stercorea	GCA_949752835.1	Diptera	Empidoidea	Shellder	0.06300703989272545
Empis stercorea	GCA_949752835.1	Diptera	Empidoidea	P-element	0.026712050020348516
Poecilobothrus nobilitatus	GCA_947095535.1	Diptera	Empidoidea	P-element	0.01061822486958452
Poecilobothrus nobilitatus	GCA_947095535.1	Diptera	Empidoidea	Shellder	0.08494803888702648
Poecilobothrus nobilitatus	GCA_947095535.1	Diptera	Empidoidea	Spoink	0.010333896002305571
Rhamphomyia laevipes	GCA_963920725.1	Diptera	Empidoidea	Shellder	0.06354341267180691
Rhamphomyia laevipes	GCA_963920725.1	Diptera	Empidoidea	Spoink	0.012824735476964881
Rhamphomyia laevipes	GCA_963920725.1	Diptera	Empidoidea	P-element	0.026712050020348516
Baccha elongata	GCA_951217065.1	Diptera	Syrphoidea	Shellder	0.05340261481729802
Baccha elongata	GCA_951217065.1	Diptera	Syrphoidea	P-element	0.010655222168781679
Baccha elongata	GCA_951217065.1	Diptera	Syrphoidea	Spoink	0.01823870888056322
Blera fallax	GCA_946965025.1	Diptera	Syrphoidea	Spoink	0.02709045246819548
Blera fallax	GCA_946965025.1	Diptera	Syrphoidea	P-element	0.01091420326316179
Blera fallax	GCA_946965025.1	Diptera	Syrphoidea	Shellder	0.07666778410995642
Brachyopa scutellaris	GCA_949775065.1	Diptera	Syrphoidea	Spoink	0.06640866235744576
Brachyopa scutellaris	GCA_949775065.1	Diptera	Syrphoidea	P-element	0.01409597099411743
Brachyopa scutellaris	GCA_949775065.1	Diptera	Syrphoidea	Shellder	0.08783104257458935
Brachypalpus laphriformis	GCA_945910035.1	Diptera	Syrphoidea	P-element	0.0111731843575419
Brachypalpus laphriformis	GCA_945910035.1	Diptera	Syrphoidea	Shellder	0.06919208850150854
Brachypalpus laphriformis	GCA_945910035.1	Diptera	Syrphoidea	Spoink	0.06245625591831693
Chalcosyrphus nemorum	GCA_949716465.1	Diptera	Syrphoidea	Shellder	0.077153871940999
Chalcosyrphus nemorum	GCA_949716465.1	Diptera	Syrphoidea	Spoink	0.019082712338918853
Chalcosyrphus nemorum	GCA_949716465.1	Diptera	Syrphoidea	P-element	0.013393022309371417
Cheilosia grossa	GCA_963082955.1	Diptera	Syrphoidea	Shellder	0.054006034193764665
Cheilosia grossa	GCA_963082955.1	Diptera	Syrphoidea	P-element	0.008694365311332273
Cheilosia grossa	GCA_963082955.1	Diptera	Syrphoidea	Spoink	0.10107456050063815
Cheilosia pagana	GCA_936431705.1	Diptera	Syrphoidea	P-element	0.011136187058344741
Cheilosia pagana	GCA_936431705.1	Diptera	Syrphoidea	Shellder	0.05288300368756286
Cheilosia pagana	GCA_936431705.1	Diptera	Syrphoidea	Spoink	0.04930215323809132
Cheilosia scutellata	GCA_955612985.1	Diptera	Syrphoidea	Spoink	0.09222281691300589
Cheilosia scutellata	GCA_955612985.1	Diptera	Syrphoidea	P-element	0.12238706574420068
Cheilosia scutellata	GCA_955612985.1	Diptera	Syrphoidea	Shellder	0.06379483741200134
Cheilosia soror	GCA_949372485.1	Diptera	Syrphoidea	P-element	0.0792852121795109
Cheilosia soror	GCA_949372485.1	Diptera	Syrphoidea	Shellder	0.06719745222929936
Cheilosia soror	GCA_949372485.1	Diptera	Syrphoidea	Spoink	0.016694800115278522
Cheilosia urbana	GCA_946477585.1	Diptera	Syrphoidea	Spoink	0.09967474988678002
Cheilosia urbana	GCA_946477585.1	Diptera	Syrphoidea	Shellder	0.05521287294669795
Cheilosia urbana	GCA_946477585.1	Diptera	Syrphoidea	P-element	0.012801065522216878
Cheilosia variabilis	GCA_951230905.1	Diptera	Syrphoidea	Shellder	0.05516258799865907
Cheilosia variabilis	GCA_951230905.1	Diptera	Syrphoidea	Spoink	0.021161842809502243
Cheilosia variabilis	GCA_951230905.1	Diptera	Syrphoidea	P-element	0.0122461060342595
Cheilosia vernalis	GCA_949126925.1	Diptera	Syrphoidea	P-element	0.012135114136668023
Cheilosia vernalis	GCA_949126925.1	Diptera	Syrphoidea	Shellder	0.05159235668789809
Cheilosia vernalis	GCA_949126925.1	Diptera	Syrphoidea	Spoink	0.1425748281114908
Cheilosia vulpina	GCA_916610125.1	Diptera	Syrphoidea	Shellder	0.05556486758297016
Cheilosia vulpina	GCA_916610125.1	Diptera	Syrphoidea	P-element	0.011580154648710645
Cheilosia vulpina	GCA_916610125.1	Diptera	Syrphoidea	Spoink	0.028943142986537114
Chrysotoxum bicinctum	GCA_911387755.1	Diptera	Syrphoidea	Shellder	0.07494133422728796
Chrysotoxum bicinctum	GCA_911387755.1	Diptera	Syrphoidea	Spoink	0.06437070278726996
Chrysotoxum bicinctum	GCA_911387755.1	Diptera	Syrphoidea	P-element	0.015797846757186724
Criorhina berberina	GCA_917880715.2	Diptera	Syrphoidea	P-element	0.0111731843575419
Criorhina berberina	GCA_917880715.2	Diptera	Syrphoidea	Shellder	0.06243714381495139
Criorhina berberina	GCA_917880715.2	Diptera	Syrphoidea	Spoink	0.043352958129194284
Criorhina ranunculi	GCA_951813785.1	Diptera	Syrphoidea	Spoink	0.01268063732553831
Criorhina ranunculi	GCA_951813785.1	Diptera	Syrphoidea	P-element	0.011210181656739059
Criorhina ranunculi	GCA_951813785.1	Diptera	Syrphoidea	Shellder	0.06696278913845122
Dasysyrphus albostriatus	GCA_946251815.1	Diptera	Syrphoidea	P-element	0.010581227570387361
Dasysyrphus albostriatus	GCA_946251815.1	Diptera	Syrphoidea	Spoink	0.012598295524723125
Dasysyrphus albostriatus	GCA_946251815.1	Diptera	Syrphoidea	Shellder	0.05717398592021455
Dasysyrphus tricinctus	GCA_963921185.1	Diptera	Syrphoidea	P-element	0.01679677383551001
Dasysyrphus tricinctus	GCA_963921185.1	Diptera	Syrphoidea	Spoink	0.08164189550825476
Dasysyrphus tricinctus	GCA_963921185.1	Diptera	Syrphoidea	Shellder	0.07187395239691585
Epistrophe eligans	GCA_951394125.1	Diptera	Syrphoidea	Shellder	0.05628561850486088
Epistrophe eligans	GCA_951394125.1	Diptera	Syrphoidea	P-element	0.014391949387694699
Epistrophe eligans	GCA_951394125.1	Diptera	Syrphoidea	Spoink	0.02840792128123842
Epistrophe grossulariae	GCA_929447395.1	Diptera	Syrphoidea	Shellder	0.0666443178008716
Epistrophe grossulariae	GCA_929447395.1	Diptera	Syrphoidea	Spoink	0.019185639589937832
Epistrophe grossulariae	GCA_929447395.1	Diptera	Syrphoidea	P-element	0.012394095231048133
Epistrophella euchroma	GCA_947049315.1	Diptera	Syrphoidea	P-element	0.01143216545192201
Epistrophella euchroma	GCA_947049315.1	Diptera	Syrphoidea	Shellder	0.06850486087831043
Epistrophella euchroma	GCA_947049315.1	Diptera	Syrphoidea	Spoink	0.018773930585861912
Episyrphus balteatus	GCF_945859705.1	Diptera	Syrphoidea	Spoink	0.01572728395570011
Episyrphus balteatus	GCF_945859705.1	Diptera	Syrphoidea	Shellder	0.06082802547770701
Episyrphus balteatus	GCF_945859705.1	Diptera	Syrphoidea	P-element	0.010692219467978837
Eristalinus aeneus	GCA_955652365.1	Diptera	Syrphoidea	Shellder	0.04914515588333892
Eristalinus aeneus	GCA_955652365.1	Diptera	Syrphoidea	Spoink	0.051093087405821566
Eristalinus aeneus	GCA_955652365.1	Diptera	Syrphoidea	P-element	0.016537792741129896
Eristalinus sepulchralis	GCA_944738645.1	Diptera	Syrphoidea	Spoink	0.03849479188109844
Eristalinus sepulchralis	GCA_944738645.1	Diptera	Syrphoidea	Shellder	0.0655045256453235
Eristalinus sepulchralis	GCA_944738645.1	Diptera	Syrphoidea	P-element	0.012542084427836768
Eristalis arbustorum	GCA_916610145.1	Diptera	Syrphoidea	Shellder	0.07360040227958431
Eristalis arbustorum	GCA_916610145.1	Diptera	Syrphoidea	Spoink	0.03433653093993166
Eristalis arbustorum	GCA_916610145.1	Diptera	Syrphoidea	P-element	0.008435384216952162
Eristalis pertinax	GCA_907269125.1	Diptera	Syrphoidea	P-element	0.01091420326316179
Eristalis pertinax	GCA_907269125.1	Diptera	Syrphoidea	Shellder	0.058196446530338584
Eristalis pertinax	GCA_907269125.1	Diptera	Syrphoidea	Spoink	0.040244555148421096
Eristalis tenax	GCA_905231855.2	Diptera	Syrphoidea	Spoink	0.029004899337148504
Eristalis tenax	GCA_905231855.2	Diptera	Syrphoidea	Shellder	0.0527153871940999
Eristalis tenax	GCA_905231855.2	Diptera	Syrphoidea	P-element	0.009730289688852714
Eumerus sabulonum	GCA_951905685.1	Diptera	Syrphoidea	Spoink	0.10257729836551525
Eumerus sabulonum	GCA_951905685.1	Diptera	Syrphoidea	Shellder	0.06649346295675494
Eumerus sabulonum	GCA_951905685.1	Diptera	Syrphoidea	P-element	0.01143216545192201
Eupeodes corollae	GCF_945859685.1	Diptera	Syrphoidea	P-element	0.01572385215879241
Eupeodes corollae	GCF_945859685.1	Diptera	Syrphoidea	Spoink	0.021223599160113633
Eupeodes corollae	GCF_945859685.1	Diptera	Syrphoidea	Shellder	0.0519443513241703
Eupeodes latifasciatus	GCA_920104205.1	Diptera	Syrphoidea	Spoink	0.02534068920087282
Eupeodes latifasciatus	GCA_920104205.1	Diptera	Syrphoidea	Shellder	0.07527656721421389
Eupeodes latifasciatus	GCA_920104205.1	Diptera	Syrphoidea	P-element	0.01779570091383329
Eupeodes luniger	GCA_951509635.1	Diptera	Syrphoidea	P-element	0.01650079544193274
Eupeodes luniger	GCA_951509635.1	Diptera	Syrphoidea	Shellder	0.07784109956419712
Eupeodes luniger	GCA_951509635.1	Diptera	Syrphoidea	Spoink	0.0167977273662975
Ferdinandea cuprea	GCA_963576555.1	Diptera	Syrphoidea	P-element	0
Ferdinandea cuprea	GCA_963576555.1	Diptera	Syrphoidea	Spoink	0.41689653752727573
Ferdinandea cuprea	GCA_963576555.1	Diptera	Syrphoidea	Shellder	0.05068722762319812
Leucozona laternaria	GCA_932273885.2	Diptera	Syrphoidea	Shellder	0.07343278578612135
Leucozona laternaria	GCA_932273885.2	Diptera	Syrphoidea	Spoink	0.02284984972621351
Leucozona laternaria	GCA_932273885.2	Diptera	Syrphoidea	P-element	0.015501868363609457
Melangyna quadrimaculata	GCA_949320155.1	Diptera	Syrphoidea	P-element	0.011247178955936217
Melangyna quadrimaculata	GCA_949320155.1	Diptera	Syrphoidea	Shellder	0.05978880321823667
Melangyna quadrimaculata	GCA_949320155.1	Diptera	Syrphoidea	Spoink	0.0585656058297995
Melanostoma mellinum	GCA_914767635.1	Diptera	Syrphoidea	P-element	0.009397313996078287
Melanostoma mellinum	GCA_914767635.1	Diptera	Syrphoidea	Shellder	0.058632249413342274
Melanostoma mellinum	GCA_914767635.1	Diptera	Syrphoidea	Spoink	0.10360657087570505
Melanostoma scalare	GCA_949752695.1	Diptera	Syrphoidea	Shellder	0.056168286959436806
Melanostoma scalare	GCA_949752695.1	Diptera	Syrphoidea	Spoink	0.20630738194244308
Melanostoma scalare	GCA_949752695.1	Diptera	Syrphoidea	P-element	0.00954530319286692
Meliscaeva auricollis	GCA_948107695.1	Diptera	Syrphoidea	Shellder	0.06014079785450888
Meliscaeva auricollis	GCA_948107695.1	Diptera	Syrphoidea	P-element	0.01409597099411743
Meliscaeva auricollis	GCA_948107695.1	Diptera	Syrphoidea	Spoink	0.011589608464737123
Merodon equestris	GCA_958301585.1	Diptera	Syrphoidea	Shellder	0.06094535702313108
Merodon equestris	GCA_958301585.1	Diptera	Syrphoidea	P-element	0.011099189759147582
Merodon equestris	GCA_958301585.1	Diptera	Syrphoidea	Spoink	0.09975709168759521
Myathropa florea	GCA_930367185.1	Diptera	Syrphoidea	Spoink	0.015459673103050764
Myathropa florea	GCA_930367185.1	Diptera	Syrphoidea	Shellder	0.05667113643982568
Myathropa florea	GCA_930367185.1	Diptera	Syrphoidea	P-element	0.011099189759147582
Neoascia interrupta	GCA_947623515.1	Diptera	Syrphoidea	P-element	0.012172111435865182
Neoascia interrupta	GCA_947623515.1	Diptera	Syrphoidea	Shellder	0.06986255447536037
Neoascia interrupta	GCA_947623515.1	Diptera	Syrphoidea	Spoink	0.10292725101897979
Nephrocerus scutellatus	GCA_947095585.1	Diptera	Syrphoidea	Shellder	0.06421387864565874
Nephrocerus scutellatus	GCA_947095585.1	Diptera	Syrphoidea	P-element	0.013762995301343003
Nephrocerus scutellatus	GCA_947095585.1	Diptera	Syrphoidea	Spoink	0.033163160278315285
Orthonevra nobilis	GCA_963555765.1	Diptera	Syrphoidea	Shellder	0.0585149178679182
Orthonevra nobilis	GCA_963555765.1	Diptera	Syrphoidea	P-element	0.009767286988049873
Orthonevra nobilis	GCA_963555765.1	Diptera	Syrphoidea	Spoink	0.04695541191485858
Platycheirus albimanus	GCA_916050605.2	Diptera	Syrphoidea	Spoink	0.09125530075342747
Platycheirus albimanus	GCA_916050605.2	Diptera	Syrphoidea	Shellder	0.06865571572242708
Platycheirus albimanus	GCA_916050605.2	Diptera	Syrphoidea	P-element	0.025084168855673536
Pocota personata	GCA_963082735.1	Diptera	Syrphoidea	P-element	0.013356025010174258
Pocota personata	GCA_963082735.1	Diptera	Syrphoidea	Shellder	0.059604425075427424
Pocota personata	GCA_963082735.1	Diptera	Syrphoidea	Spoink	0.12618880974926922
Portevinia maculata	GCA_949715645.1	Diptera	Syrphoidea	Spoink	0.12802091481740704
Portevinia maculata	GCA_949715645.1	Diptera	Syrphoidea	P-element	0.011802138443893596
Portevinia maculata	GCA_949715645.1	Diptera	Syrphoidea	Shellder	0.06612470667113644
Rhingia campestris	GCA_932526625.1	Diptera	Syrphoidea	Spoink	0.07838939437605501
Rhingia campestris	GCA_932526625.1	Diptera	Syrphoidea	P-element	0.011284176255133374
Rhingia campestris	GCA_932526625.1	Diptera	Syrphoidea	Shellder	0.06768354006034194
Rhingia rostrata	GCA_949824845.1	Diptera	Syrphoidea	P-element	0.011617151947907804
Rhingia rostrata	GCA_949824845.1	Diptera	Syrphoidea	Shellder	0.05531344284277573
Rhingia rostrata	GCA_949824845.1	Diptera	Syrphoidea	Spoink	0.06889950183210507
Scaeva pyrastri	GCA_905146935.1	Diptera	Syrphoidea	Shellder	0.06386188400938653
Scaeva pyrastri	GCA_905146935.1	Diptera	Syrphoidea	Spoink	0.01572728395570011
Scaeva pyrastri	GCA_905146935.1	Diptera	Syrphoidea	P-element	0.015131895371637871
Sphaerophoria taeniata	GCA_943590905.1	Diptera	Syrphoidea	Spoink	0.017477047223022766
Sphaerophoria taeniata	GCA_943590905.1	Diptera	Syrphoidea	Shellder	0.06118002011397922
Sphaerophoria taeniata	GCA_943590905.1	Diptera	Syrphoidea	P-element	0.010951200562358947
Syritta pipiens	GCA_905187475.1	Diptera	Syrphoidea	Shellder	0.038451223600402276
Syritta pipiens	GCA_905187475.1	Diptera	Syrphoidea	Spoink	0.10401827987978098
Syritta pipiens	GCA_905187475.1	Diptera	Syrphoidea	P-element	0.011099189759147582
Syrphus vitripennis	GCA_958431115.1	Diptera	Syrphoidea	Spoink	0.02459961299353617
Syrphus vitripennis	GCA_958431115.1	Diptera	Syrphoidea	Shellder	0.05521287294669795
Syrphus vitripennis	GCA_958431115.1	Diptera	Syrphoidea	P-element	0.023715268785378666
Volucella bombylans	GCA_949129095.1	Diptera	Syrphoidea	Shellder	0.06257123700972175
Volucella bombylans	GCA_949129095.1	Diptera	Syrphoidea	Spoink	0.2093128576721973
Volucella bombylans	GCA_949129095.1	Diptera	Syrphoidea	P-element	0.008842354508120907
Volucella inanis	GCA_907269105.1	Diptera	Syrphoidea	Spoink	0.052513483469883486
Volucella inanis	GCA_907269105.1	Diptera	Syrphoidea	Shellder	0.04894401609118337
Volucella inanis	GCA_907269105.1	Diptera	Syrphoidea	P-element	0.0111731843575419
Volucella inflata	GCA_928272305.1	Diptera	Syrphoidea	P-element	0.008398386917755005
Volucella inflata	GCA_928272305.1	Diptera	Syrphoidea	Shellder	0.04860878310425746
Volucella inflata	GCA_928272305.1	Diptera	Syrphoidea	Spoink	0.06745852031783935
Xanthogramma pedissequum	GCA_910595825.1	Diptera	Syrphoidea	Spoink	0.05422207583679855
Xanthogramma pedissequum	GCA_910595825.1	Diptera	Syrphoidea	Shellder	0.07390211196781764
Xanthogramma pedissequum	GCA_910595825.1	Diptera	Syrphoidea	P-element	0.011321173554330533
Xylota segnis	GCA_963583995.1	Diptera	Syrphoidea	P-element	0.008731362610529432
Xylota segnis	GCA_963583995.1	Diptera	Syrphoidea	Shellder	0.042155548105933624
Xylota segnis	GCA_963583995.1	Diptera	Syrphoidea	Spoink	0.008975256288855038
Xylota sylvarum	GCA_905220385.1	Diptera	Syrphoidea	Spoink	0.026349376260858825
Xylota sylvarum	GCA_905220385.1	Diptera	Syrphoidea	P-element	0.010544230271190204
Xylota sylvarum	GCA_905220385.1	Diptera	Syrphoidea	Shellder	0.07200804559168622
Cheilosia impressa	GCA_948293265.1	Diptera	Syrphidae	Spoink	0.03320433117872288
Cheilosia impressa	GCA_948293265.1	Diptera	Syrphidae	P-element	0.013097043915794146
Cheilosia impressa	GCA_948293265.1	Diptera	Syrphidae	Shellder	0.04834059671471673
Clusia tigrina	GCA_920105625.2	Diptera	Opomyzoidea	P-element	0.0255651337452366
Clusia tigrina	GCA_920105625.2	Diptera	Opomyzoidea	Spoink	0.21744411050269669
Clusia tigrina	GCA_920105625.2	Diptera	Opomyzoidea	Shellder	0.11542071739859203
Anastrepha ludens	GCF_028408465.1	Diptera	Tephritoidea	Shellder	0.912185719074757
Anastrepha ludens	GCF_028408465.1	Diptera	Tephritoidea	P-element	0.032742609789485365
Anastrepha ludens	GCF_028408465.1	Diptera	Tephritoidea	Spoink	0.42498661945736754
Anastrepha obliqua	GCF_027943255.1	Diptera	Tephritoidea	P-element	0.03300159088386548
Anastrepha obliqua	GCF_027943255.1	Diptera	Tephritoidea	Shellder	0.8202815957090178
Anastrepha obliqua	GCF_027943255.1	Diptera	Tephritoidea	Spoink	0.4333648976903125
Anomoia purmunda	GCA_951828415.1	Diptera	Tephritoidea	P-element	0.027008028413925782
Anomoia purmunda	GCA_951828415.1	Diptera	Tephritoidea	Shellder	0.1050117331545424
Anomoia purmunda	GCA_951828415.1	Diptera	Tephritoidea	Spoink	0.1593725554777883
Bactrocera correcta	GCA_027475135.1	Diptera	Tephritoidea	P-element	0.025676125642828073
Bactrocera correcta	GCA_027475135.1	Diptera	Tephritoidea	Spoink	0.4733830128864918
Bactrocera correcta	GCA_027475135.1	Diptera	Tephritoidea	Shellder	0.13221589004358028
Bactrocera dorsalis	GCF_023373825.1	Diptera	Tephritoidea	Spoink	0.4302770801597431
Bactrocera dorsalis	GCF_023373825.1	Diptera	Tephritoidea	P-element	0.027525990602686005
Bactrocera dorsalis	GCF_023373825.1	Diptera	Tephritoidea	Shellder	0.1383506537043245
Bactrocera neohumeralis	GCF_024586455.1	Diptera	Tephritoidea	P-element	0.027414998705094527
Bactrocera neohumeralis	GCF_024586455.1	Diptera	Tephritoidea	Shellder	0.1383506537043245
Bactrocera neohumeralis	GCF_024586455.1	Diptera	Tephritoidea	Spoink	0.46648688706822017
Bactrocera tryoni	GCF_016617805.1	Diptera	Tephritoidea	P-element	0.0281549446890377
Bactrocera tryoni	GCF_016617805.1	Diptera	Tephritoidea	Spoink	0.3144221664127794
Bactrocera tryoni	GCF_016617805.1	Diptera	Tephritoidea	Shellder	0.13047267851156555
Melieria crassipennis	GCA_963668005.1	Diptera	Tephritoidea	P-element	0.034666469347737615
Melieria crassipennis	GCA_963668005.1	Diptera	Tephritoidea	Shellder	0.14616158229969828
Melieria crassipennis	GCA_963668005.1	Diptera	Tephritoidea	Spoink	0.09584585614887398
Merzomyia westermanni	GCA_949987695.1	Diptera	Tephritoidea	Spoink	0.14411873687677548
Merzomyia westermanni	GCA_949987695.1	Diptera	Tephritoidea	Shellder	0.05561515253100905
Merzomyia westermanni	GCA_949987695.1	Diptera	Tephritoidea	P-element	0.027858966295460433
Neoceratitis asiatica	GCA_030068015.2	Diptera	Tephritoidea	Spoink	0.018918028737288484
Neoceratitis asiatica	GCA_030068015.2	Diptera	Tephritoidea	Shellder	0.061330874958095874
Neoceratitis asiatica	GCA_030068015.2	Diptera	Tephritoidea	P-element	0.02845092308261497
Palloptera scutellata	GCA_958295655.1	Diptera	Tephritoidea	Shellder	0.05807911498491451
Palloptera scutellata	GCA_958295655.1	Diptera	Tephritoidea	P-element	0.018461652299382146
Palloptera scutellata	GCA_958295655.1	Diptera	Tephritoidea	Spoink	0.09380789657869817
Sphenella marginata	GCA_951509765.1	Diptera	Tephritoidea	Shellder	0.07085149178679181
Sphenella marginata	GCA_951509765.1	Diptera	Tephritoidea	Spoink	0.18335460496521058
Sphenella marginata	GCA_951509765.1	Diptera	Tephritoidea	P-element	0.02438122017092752
Toxonevra muliebris	GCA_963691655.1	Diptera	Tephritoidea	P-element	0.03429649635576603
Toxonevra muliebris	GCA_963691655.1	Diptera	Tephritoidea	Spoink	0.18699822965128246
Toxonevra muliebris	GCA_963691655.1	Diptera	Tephritoidea	Shellder	0.04353000335232987
Urophora cardui	GCA_960531455.1	Diptera	Tephritoidea	Spoink	0.08155955370743959
Urophora cardui	GCA_960531455.1	Diptera	Tephritoidea	P-element	0.02423323097413889
Urophora cardui	GCA_960531455.1	Diptera	Tephritoidea	Shellder	0.07145491116325846
Zeugodacus cucurbitae	GCF_028554725.1	Diptera	Tephritoidea	Spoink	0.18004034748239944
Zeugodacus cucurbitae	GCF_028554725.1	Diptera	Tephritoidea	Shellder	0.06409654710023466
Zeugodacus cucurbitae	GCF_028554725.1	Diptera	Tephritoidea	P-element	0.02179140922712642
Zeugodacus tau	GCA_031772095.1	Diptera	Tephritoidea	Spoink	0.20548396393429125
Zeugodacus tau	GCA_031772095.1	Diptera	Tephritoidea	P-element	0.029116874468163825
Zeugodacus tau	GCA_031772095.1	Diptera	Tephritoidea	Shellder	0.06919208850150854
