TE	base	cov
spoink	5166	0.338
spoink	5167	0.338
spoink	5168	0.429
spoink	5169	0.429
spoink	5170	0.429
spoink	5171	0.429
spoink	5172	0.429
spoink	5173	0.429
spoink	5174	0.429
spoink	5175	0.429
spoink	5176	0.429
spoink	5177	0.429
spoink	5178	0.406
spoink	5179	0.383
spoink	5180	0.383
spoink	5181	0.383
spoink	5182	0.406
spoink	5183	0.406
spoink	5184	0.451
spoink	5185	0.451
spoink	5186	0.474
spoink	5187	0.474
spoink	5188	0.496
spoink	5189	0.496
spoink	5190	0.496
spoink	5191	0.496
spoink	5192	0.496
spoink	5193	0.496
spoink	5194	0.496
spoink	5195	0.496
spoink	5196	0.496
spoink	5197	0.496
spoink	5198	0.496
spoink	5199	0.496
spoink	5200	0.496
spoink	5201	0.496
spoink	5202	0.474
spoink	5203	0.474
spoink	5204	0.474
spoink	5205	0.451
spoink	5206	0.429
spoink	5207	0.429
spoink	5208	0.429
spoink	5209	0.429
spoink	5210	0.406
spoink	5211	0.406
spoink	5212	0.406
spoink	5213	0.338
spoink	5214	0.338
spoink	5215	0.338
